,origin_station,destination_station,AMpeak_trips,PMpeak_trips,o_lat,o_lon,d_lat,d_lon
17964,Barons Court,Hainault,0,28,51.4902286819759,-0.213430145064537,51.6028453270268,0.0941085503026948
17965,Bermondsey,Hainault,19,0,51.4979607802573,-0.0643300900477039,51.6028453270268,0.0941085503026948
17966,Bethnal Green,Hainault,0,5,51.527191741204994,-0.0553921116245381,51.6028453270268,0.0941085503026948
17967,Bond Street,Hainault,3,23,51.51379752478379,-0.14961360982794597,51.6028453270268,0.0941085503026948
17968,Borough,Hainault,0,65,51.50104886940699,-0.0941973231491299,51.6028453270268,0.0941085503026948
17969,Brixton,Hainault,0,33,51.4627368020741,-0.11455209758661801,51.6028453270268,0.0941085503026948
17970,Canary Wharf,Hainault,0,99,51.5035784043688,-0.0194668401596637,51.6028453270268,0.0941085503026948
17971,Canning Town,Hainault,0,109,51.513870287242,0.00830563274393741,51.6028453270268,0.0941085503026948
17972,Chancery Lane,Hainault,0,57,51.518494016584704,-0.11196202748568902,51.6028453270268,0.0941085503026948
17973,Charing Cross,Hainault,0,1,51.5083586300048,-0.124802938133095,51.6028453270268,0.0941085503026948
17974,Chigwell,Hainault,2,5,51.6178578723834,0.0761792150052964,51.6028453270268,0.0941085503026948
17975,Clapham Common,Hainault,0,29,51.461803669852294,-0.13831490249485098,51.6028453270268,0.0941085503026948
17976,East Ham,Hainault,0,31,51.5392461649047,0.0515162933203073,51.6028453270268,0.0941085503026948
17977,Epping,Hainault,0,11,51.6936861661113,0.11382555274482599,51.6028453270268,0.0941085503026948
17978,Euston,Hainault,0,1,51.52866433052879,-0.133296471846732,51.6028453270268,0.0941085503026948
17979,Euston Square,Hainault,0,24,51.52866433052879,-0.133296471846732,51.6028453270268,0.0941085503026948
17980,Farringdon,Hainault,0,106,51.5201956882975,-0.10484306195035001,51.6028453270268,0.0941085503026948
17981,Gants Hill,Hainault,0,34,51.5765529520727,0.0660840978012218,51.6028453270268,0.0941085503026948
17982,Golders Green,Hainault,0,10,51.57221553323521,-0.194834559142163,51.6028453270268,0.0941085503026948
17983,Green Park,Hainault,0,115,51.506760484493896,-0.14247757559748198,51.6028453270268,0.0941085503026948
17984,High Street Kensington,Hainault,0,8,51.5007294453891,-0.19156605762672196,51.6028453270268,0.0941085503026948
17985,Holborn,Hainault,0,105,51.51723573506929,-0.11984050743238,51.6028453270268,0.0941085503026948
17986,Kennington,Hainault,0,22,51.488662458334105,-0.10507061341036901,51.6028453270268,0.0941085503026948
17987,Kilburn Park,Hainault,0,13,51.535135536904896,-0.193966057123936,51.6028453270268,0.0941085503026948
17988,Leyton,Hainault,17,52,51.5581322702431,-0.00646533158243596,51.6028453270268,0.0941085503026948
17989,Leytonstone,Hainault,0,18,51.5685222890996,0.00914045195130117,51.6028453270268,0.0941085503026948
17990,Liverpool Street,Hainault,0,743,51.5175982643439,-0.0822496222771093,51.6028453270268,0.0941085503026948
17991,Loughton,Hainault,15,0,51.641570477697705,0.0552790791032814,51.6028453270268,0.0941085503026948
17992,Maida Vale,Hainault,13,0,51.5299950567181,-0.18543264693135394,51.6028453270268,0.0941085503026948
17993,Marble Arch,Hainault,0,3,51.51396549179051,-0.158571216249827,51.6028453270268,0.0941085503026948
17994,Mile End,Hainault,0,111,51.5253109704202,-0.0326660843305231,51.6028453270268,0.0941085503026948
17995,Moorgate,Hainault,0,7,51.5184371390077,-0.0890176878750945,51.6028453270268,0.0941085503026948
17996,Newbury Park,Hainault,38,0,51.5756383559361,0.090303157711892,51.6028453270268,0.0941085503026948
17997,North Greenwich,Hainault,14,47,51.5002551525582,0.00358625912485761,51.6028453270268,0.0941085503026948
17998,Notting Hill Gate,Hainault,0,7,51.50937533634539,-0.19592161845508502,51.6028453270268,0.0941085503026948
17999,Oxford Circus,Hainault,0,93,51.5152234024753,-0.140836171281216,51.6028453270268,0.0941085503026948
18000,South Woodford,Hainault,21,0,51.591552616345396,0.027943078326038998,51.6028453270268,0.0941085503026948
18001,Southgate,Hainault,42,0,51.63237584819041,-0.127770047251446,51.6028453270268,0.0941085503026948
18002,St. James's Park,Hainault,0,7,51.49960979443029,-0.133878755377767,51.6028453270268,0.0941085503026948
18003,Tooting Broadway,Hainault,0,1,51.4270491448249,-0.16868452742757,51.6028453270268,0.0941085503026948
18004,Tottenham Court Road,Hainault,0,90,51.51621087007461,-0.131110438934185,51.6028453270268,0.0941085503026948
18005,Tower Hill,Hainault,1,0,51.5103942732372,-0.0767011984581268,51.6028453270268,0.0941085503026948
18006,Turnpike Lane,Hainault,0,7,51.59035813391561,-0.102805041186646,51.6028453270268,0.0941085503026948
18007,Upton Park,Hainault,62,0,51.5366282006416,0.0345418396504738,51.6028453270268,0.0941085503026948
18008,Victoria,Hainault,0,100,51.4964239527317,-0.143920706325316,51.6028453270268,0.0941085503026948
18009,Wanstead,Hainault,26,0,51.5749021498173,0.0287604723850641,51.6028453270268,0.0941085503026948
18010,Waterloo,Hainault,0,32,51.5031466396974,-0.113259251998453,51.6028453270268,0.0941085503026948
18011,Wembley Park,Hainault,0,37,51.5633224581255,-0.27924255264977305,51.6028453270268,0.0941085503026948
18012,West Ham,Hainault,0,52,51.528525519359896,0.00531739383062769,51.6028453270268,0.0941085503026948
18013,Westminster,Hainault,0,12,51.501401591350096,-0.125002079249726,51.6028453270268,0.0941085503026948
18014,White City,Hainault,0,35,51.512232437641494,-0.22463193144813,51.6028453270268,0.0941085503026948
18015,Whitechapel,Hainault,15,43,51.5195877855755,-0.0594204851891818,51.6028453270268,0.0941085503026948
18016,Woodford,Hainault,38,12,51.6072018443785,0.0340562023454831,51.6028453270268,0.0941085503026948
18017,Aldgate East,Hanger Lane,0,105,51.5150816226404,-0.0730014627258136,51.5300720336304,-0.29299614555526504
18018,Archway,Hanger Lane,3,0,51.5654905340774,-0.135121576677549,51.5300720336304,-0.29299614555526504
18019,Baker Street,Hanger Lane,15,0,51.5231296204391,-0.15690419441262,51.5300720336304,-0.29299614555526504
18020,Balham,Hanger Lane,28,11,51.443182562032604,-0.152685163343656,51.5300720336304,-0.29299614555526504
18021,Bermondsey,Hanger Lane,6,0,51.4979607802573,-0.0643300900477039,51.5300720336304,-0.29299614555526504
18022,Bethnal Green,Hanger Lane,0,51,51.527191741204994,-0.0553921116245381,51.5300720336304,-0.29299614555526504
18023,Bond Street,Hanger Lane,4,62,51.51379752478379,-0.14961360982794597,51.5300720336304,-0.29299614555526504
18024,Bow Road,Hanger Lane,15,0,51.5270418067574,-0.0243595906651091,51.5300720336304,-0.29299614555526504
18025,Buckhurst Hill,Hanger Lane,0,95,51.626576660928,0.0467125412965725,51.5300720336304,-0.29299614555526504
18026,Caledonian Road,Hanger Lane,0,27,51.547885441027496,-0.118360861873635,51.5300720336304,-0.29299614555526504
18027,Camden Town,Hanger Lane,1,0,51.539969352277005,-0.142452381051009,51.5300720336304,-0.29299614555526504
18028,Canada Water,Hanger Lane,57,50,51.4981684118441,-0.0508071209954049,51.5300720336304,-0.29299614555526504
18029,Canning Town,Hanger Lane,44,0,51.513870287242,0.00830563274393741,51.5300720336304,-0.29299614555526504
18030,Chancery Lane,Hanger Lane,0,63,51.518494016584704,-0.11196202748568902,51.5300720336304,-0.29299614555526504
18031,Charing Cross,Hanger Lane,23,3,51.5083586300048,-0.124802938133095,51.5300720336304,-0.29299614555526504
18032,Clapham South,Hanger Lane,34,0,51.4526764891153,-0.147984069598376,51.5300720336304,-0.29299614555526504
18033,Ealing Broadway,Hanger Lane,37,0,51.514861974896405,-0.302010381444888,51.5300720336304,-0.29299614555526504
18034,East Acton,Hanger Lane,17,10,51.51626341426889,-0.24811222486180104,51.5300720336304,-0.29299614555526504
18035,East Ham,Hanger Lane,0,42,51.5392461649047,0.0515162933203073,51.5300720336304,-0.29299614555526504
18036,East Putney,Hanger Lane,2,0,51.4588797835326,-0.210998234182405,51.5300720336304,-0.29299614555526504
18037,Elm Park,Hanger Lane,30,0,51.5491245841858,0.197252681986762,51.5300720336304,-0.29299614555526504
18038,Euston,Hanger Lane,6,0,51.52866433052879,-0.133296471846732,51.5300720336304,-0.29299614555526504
18039,Finsbury Park,Hanger Lane,37,0,51.5646354455769,-0.10588148617519001,51.5300720336304,-0.29299614555526504
18040,Green Park,Hanger Lane,0,45,51.506760484493896,-0.14247757559748198,51.5300720336304,-0.29299614555526504
18041,Greenford,Hanger Lane,10,25,51.541980070868995,-0.34587874010203995,51.5300720336304,-0.29299614555526504
18042,High Street Kensington,Hanger Lane,0,75,51.5007294453891,-0.19156605762672196,51.5300720336304,-0.29299614555526504
18043,Holborn,Hanger Lane,3,92,51.51723573506929,-0.11984050743238,51.5300720336304,-0.29299614555526504
18044,Kilburn,Hanger Lane,14,0,51.54694443536611,-0.204632719131385,51.5300720336304,-0.29299614555526504
18045,Lambeth North,Hanger Lane,0,14,51.499129945865796,-0.11176826118096302,51.5300720336304,-0.29299614555526504
18046,Lancaster Gate,Hanger Lane,10,0,51.511890943083706,-0.175429928574922,51.5300720336304,-0.29299614555526504
18047,Latimer Road,Hanger Lane,5,0,51.5139580984839,-0.217459666065143,51.5300720336304,-0.29299614555526504
18048,Leyton,Hanger Lane,55,0,51.5581322702431,-0.00646533158243596,51.5300720336304,-0.29299614555526504
18049,Liverpool Street,Hanger Lane,29,201,51.5175982643439,-0.0822496222771093,51.5300720336304,-0.29299614555526504
18050,London Bridge,Hanger Lane,37,6,51.5046743475629,-0.0860055981730393,51.5300720336304,-0.29299614555526504
18051,Marble Arch,Hanger Lane,0,62,51.51396549179051,-0.158571216249827,51.5300720336304,-0.29299614555526504
18052,Mile End,Hanger Lane,26,0,51.5253109704202,-0.0326660843305231,51.5300720336304,-0.29299614555526504
18053,Morden,Hanger Lane,0,18,51.402185961613505,-0.19485198172341897,51.5300720336304,-0.29299614555526504
18054,Mornington Crescent,Hanger Lane,0,8,51.5343622173569,-0.138744349838543,51.5300720336304,-0.29299614555526504
18055,North Acton,Hanger Lane,29,107,51.5234324274314,-0.259729527847009,51.5300720336304,-0.29299614555526504
18056,Northolt,Hanger Lane,117,0,51.548212900955,-0.368440595510011,51.5300720336304,-0.29299614555526504
18057,Notting Hill Gate,Hanger Lane,30,98,51.50937533634539,-0.19592161845508502,51.5300720336304,-0.29299614555526504
18058,Old Street,Hanger Lane,0,6,51.525581471626,-0.0876229578285339,51.5300720336304,-0.29299614555526504
18059,Oxford Circus,Hanger Lane,0,70,51.5152234024753,-0.140836171281216,51.5300720336304,-0.29299614555526504
18060,Piccadilly Circus,Hanger Lane,0,65,51.5096967485824,-0.133711597193113,51.5300720336304,-0.29299614555526504
18061,Queensway,Hanger Lane,1,16,51.510449232949895,-0.18741990308706696,51.5300720336304,-0.29299614555526504
18062,Royal Oak,Hanger Lane,17,0,51.5182943526052,-0.188823673616337,51.5300720336304,-0.29299614555526504
18063,Ruislip Gardens,Hanger Lane,2,0,51.559960178137295,-0.40929411114266095,51.5300720336304,-0.29299614555526504
18064,Seven Sisters,Hanger Lane,0,49,51.58336215999121,-0.0724668228194505,51.5300720336304,-0.29299614555526504
18065,Sloane Square,Hanger Lane,0,22,51.4923597642465,-0.156488857475889,51.5300720336304,-0.29299614555526504
18066,South Ruislip,Hanger Lane,25,21,51.5568903024427,-0.399115910294711,51.5300720336304,-0.29299614555526504
18067,Southfields,Hanger Lane,27,0,51.444883313434495,-0.20660938557051503,51.5300720336304,-0.29299614555526504
18068,Southgate,Hanger Lane,9,0,51.63237584819041,-0.127770047251446,51.5300720336304,-0.29299614555526504
18069,Southwark,Hanger Lane,57,0,51.5038536204048,-0.105794939570331,51.5300720336304,-0.29299614555526504
18070,St. James's Park,Hanger Lane,0,323,51.49960979443029,-0.133878755377767,51.5300720336304,-0.29299614555526504
18071,Stockwell,Hanger Lane,32,0,51.4721592557897,-0.122846304228405,51.5300720336304,-0.29299614555526504
18072,Stratford,Hanger Lane,30,0,51.54169257936171,-0.00375164102765845,51.5300720336304,-0.29299614555526504
18073,Temple,Hanger Lane,0,4,51.5110406072706,-0.113725750277665,51.5300720336304,-0.29299614555526504
18074,Tooting Broadway,Hanger Lane,18,0,51.4270491448249,-0.16868452742757,51.5300720336304,-0.29299614555526504
18075,Tottenham Court Road,Hanger Lane,5,103,51.51621087007461,-0.131110438934185,51.5300720336304,-0.29299614555526504
18076,Turnham Green,Hanger Lane,1,0,51.495181941248596,-0.25452456805284,51.5300720336304,-0.29299614555526504
18077,Upton Park,Hanger Lane,41,0,51.5366282006416,0.0345418396504738,51.5300720336304,-0.29299614555526504
18078,Victoria,Hanger Lane,21,19,51.4964239527317,-0.143920706325316,51.5300720336304,-0.29299614555526504
18079,Walthamstow Central,Hanger Lane,30,0,51.5830181133671,-0.0199405450269344,51.5300720336304,-0.29299614555526504
18080,Wanstead,Hanger Lane,25,0,51.5749021498173,0.0287604723850641,51.5300720336304,-0.29299614555526504
18081,Waterloo,Hanger Lane,8,6,51.5031466396974,-0.113259251998453,51.5300720336304,-0.29299614555526504
18082,West Hampstead,Hanger Lane,5,0,51.54747433305079,-0.19112658556357198,51.5300720336304,-0.29299614555526504
18083,West Ruislip,Hanger Lane,25,0,51.569587871370295,-0.43786014555668706,51.5300720336304,-0.29299614555526504
18084,White City,Hanger Lane,67,57,51.512232437641494,-0.22463193144813,51.5300720336304,-0.29299614555526504
18085,Aldgate East,Kew Gardens,0,28,51.5150816226404,-0.0730014627258136,51.4767891362521,-0.285381011417179
18086,Alperton,Kew Gardens,1,0,51.5412092743614,-0.299515758699207,51.4767891362521,-0.285381011417179
18087,Angel,Kew Gardens,0,45,51.53296801568911,-0.10558144894639801,51.4767891362521,-0.285381011417179
18088,Archway,Kew Gardens,3,0,51.5654905340774,-0.135121576677549,51.4767891362521,-0.285381011417179
18089,Arnos Grove,Kew Gardens,21,0,51.616230141680205,-0.134270218764562,51.4767891362521,-0.285381011417179
18090,Baker Street,Kew Gardens,0,126,51.5231296204391,-0.15690419441262,51.4767891362521,-0.285381011417179
18091,Barons Court,Kew Gardens,0,25,51.4902286819759,-0.213430145064537,51.4767891362521,-0.285381011417179
18092,Bayswater,Kew Gardens,1,0,51.5121112883667,-0.18790157392744103,51.4767891362521,-0.285381011417179
18093,Blackfriars,Kew Gardens,8,194,51.5115869277802,-0.10299538523578698,51.4767891362521,-0.285381011417179
18094,Bond Street,Kew Gardens,0,6,51.51379752478379,-0.14961360982794597,51.4767891362521,-0.285381011417179
18095,Borough,Kew Gardens,13,0,51.50104886940699,-0.0941973231491299,51.4767891362521,-0.285381011417179
18096,Bromley-by-Bow,Kew Gardens,0,128,51.524840200182105,-0.0116823743599265,51.4767891362521,-0.285381011417179
18097,Canary Wharf,Kew Gardens,18,0,51.5035784043688,-0.0194668401596637,51.4767891362521,-0.285381011417179
18098,Cannon Street,Kew Gardens,0,52,51.5113620889071,-0.0902505268833338,51.4767891362521,-0.285381011417179
18099,Covent Garden,Kew Gardens,0,8,51.512760234858206,-0.12450689463272302,51.4767891362521,-0.285381011417179
18100,Ealing Broadway,Kew Gardens,9,0,51.514861974896405,-0.302010381444888,51.4767891362521,-0.285381011417179
18101,Ealing Common,Kew Gardens,0,15,51.5102486557265,-0.28715141790547805,51.4767891362521,-0.285381011417179
18102,Embankment,Kew Gardens,0,86,51.50731249477679,-0.12236733652715699,51.4767891362521,-0.285381011417179
18103,Epping,Kew Gardens,10,0,51.6936861661113,0.11382555274482599,51.4767891362521,-0.285381011417179
18104,Euston,Kew Gardens,39,6,51.52866433052879,-0.133296471846732,51.4767891362521,-0.285381011417179
18105,Finsbury Park,Kew Gardens,32,0,51.5646354455769,-0.10588148617519001,51.4767891362521,-0.285381011417179
18106,Fulham Broadway,Kew Gardens,0,41,51.480260903539104,-0.19554416374798997,51.4767891362521,-0.285381011417179
18107,Gloucester Road,Kew Gardens,113,0,51.4944995577167,-0.18354355952647697,51.4767891362521,-0.285381011417179
18108,Golders Green,Kew Gardens,2,0,51.57221553323521,-0.194834559142163,51.4767891362521,-0.285381011417179
18109,Goldhawk Road,Kew Gardens,0,4,51.502076966571295,-0.227404006254784,51.4767891362521,-0.285381011417179
18110,Great Portland Street,Kew Gardens,0,1,51.5237887958946,-0.14396142528077602,51.4767891362521,-0.285381011417179
18111,Green Park,Kew Gardens,0,17,51.506760484493896,-0.14247757559748198,51.4767891362521,-0.285381011417179
18112,Gunnersbury,Kew Gardens,0,229,51.4918634114529,-0.27516413582292604,51.4767891362521,-0.285381011417179
18113,Hampstead,Kew Gardens,6,0,51.5565425953294,-0.17801455994679802,51.4767891362521,-0.285381011417179
18114,High Barnet,Kew Gardens,15,0,51.6516882533421,-0.194165380168301,51.4767891362521,-0.285381011417179
18115,High Street Kensington,Kew Gardens,0,9,51.5007294453891,-0.19156605762672196,51.4767891362521,-0.285381011417179
18116,Holborn,Kew Gardens,0,234,51.51723573506929,-0.11984050743238,51.4767891362521,-0.285381011417179
18117,Hounslow Central,Kew Gardens,16,0,51.470925765892105,-0.36595812917284204,51.4767891362521,-0.285381011417179
18118,Hyde Park Corner,Kew Gardens,0,3,51.502584012708205,-0.15247411397848998,51.4767891362521,-0.285381011417179
18119,Kennington,Kew Gardens,35,9,51.488662458334105,-0.10507061341036901,51.4767891362521,-0.285381011417179
18120,Kentish Town,Kew Gardens,1,0,51.55000952169021,-0.140471263842415,51.4767891362521,-0.285381011417179
18121,Kenton,Kew Gardens,52,0,51.581496283816904,-0.31521686661349896,51.4767891362521,-0.285381011417179
18122,Leicester Square,Kew Gardens,0,61,51.5112911816198,-0.128242147580481,51.4767891362521,-0.285381011417179
18123,Leytonstone,Kew Gardens,65,0,51.5685222890996,0.00914045195130117,51.4767891362521,-0.285381011417179
18124,Liverpool Street,Kew Gardens,2,3,51.5175982643439,-0.0822496222771093,51.4767891362521,-0.285381011417179
18125,Mansion House,Kew Gardens,0,57,51.512091750122096,-0.0941976577543322,51.4767891362521,-0.285381011417179
18126,North Acton,Kew Gardens,17,0,51.5234324274314,-0.259729527847009,51.4767891362521,-0.285381011417179
18127,North Wembley,Kew Gardens,94,0,51.56239629153811,-0.30394821929308,51.4767891362521,-0.285381011417179
18128,Oakwood,Kew Gardens,0,1,51.6476379604749,-0.131853539818674,51.4767891362521,-0.285381011417179
18129,Oxford Circus,Kew Gardens,1,2,51.5152234024753,-0.140836171281216,51.4767891362521,-0.285381011417179
18130,Paddington,Kew Gardens,0,9,51.5153937854761,-0.17573675205718,51.4767891362521,-0.285381011417179
18131,Piccadilly Circus,Kew Gardens,15,0,51.5096967485824,-0.133711597193113,51.4767891362521,-0.285381011417179
18132,Richmond,Kew Gardens,124,254,51.4632328858425,-0.30173913400666696,51.4767891362521,-0.285381011417179
18133,Royal Oak,Kew Gardens,16,0,51.5182943526052,-0.188823673616337,51.4767891362521,-0.285381011417179
18134,Russell Square,Kew Gardens,40,16,51.523013038091094,-0.12459019776958,51.4767891362521,-0.285381011417179
18135,Seven Sisters,Kew Gardens,23,0,51.58336215999121,-0.0724668228194505,51.4767891362521,-0.285381011417179
18136,Sloane Square,Kew Gardens,20,123,51.4923597642465,-0.156488857475889,51.4767891362521,-0.285381011417179
18137,South Kensington,Kew Gardens,0,22,51.494071365584205,-0.17392302309209898,51.4767891362521,-0.285381011417179
18138,South Woodford,Kew Gardens,7,0,51.591552616345396,0.027943078326038998,51.4767891362521,-0.285381011417179
18139,Southfields,Kew Gardens,7,0,51.444883313434495,-0.20660938557051503,51.4767891362521,-0.285381011417179
18140,St. James's Park,Kew Gardens,0,4,51.49960979443029,-0.133878755377767,51.4767891362521,-0.285381011417179
18141,Stamford Brook,Kew Gardens,14,0,51.494449967762606,-0.245246309525915,51.4767891362521,-0.285381011417179
18142,Stanmore,Kew Gardens,33,0,51.6196734439499,-0.303099292944956,51.4767891362521,-0.285381011417179
18143,Stepney Green,Kew Gardens,2,0,51.5219958335811,-0.0473825233217984,51.4767891362521,-0.285381011417179
18144,Stratford,Kew Gardens,24,0,51.54169257936171,-0.00375164102765845,51.4767891362521,-0.285381011417179
18145,Sudbury Hill,Kew Gardens,0,5,51.5573395592764,-0.336392115131209,51.4767891362521,-0.285381011417179
18146,Swiss Cottage,Kew Gardens,0,3,51.5430348466642,-0.17562660443027803,51.4767891362521,-0.285381011417179
18147,Temple,Kew Gardens,0,6,51.5110406072706,-0.113725750277665,51.4767891362521,-0.285381011417179
18148,Tottenham Court Road,Kew Gardens,0,30,51.51621087007461,-0.131110438934185,51.4767891362521,-0.285381011417179
18149,Turnham Green,Kew Gardens,8,33,51.495181941248596,-0.25452456805284,51.4767891362521,-0.285381011417179
18150,Turnpike Lane,Kew Gardens,1,0,51.59035813391561,-0.102805041186646,51.4767891362521,-0.285381011417179
18151,Upminster,Kew Gardens,2,0,51.5587633566288,0.251400801076897,51.4767891362521,-0.285381011417179
18152,Upminster Bridge,Kew Gardens,1,0,51.5577188010339,0.23454188868617798,51.4767891362521,-0.285381011417179
18153,Vauxhall,Kew Gardens,0,8,51.485735801715705,-0.123829952856406,51.4767891362521,-0.285381011417179
18154,Victoria,Kew Gardens,28,72,51.4964239527317,-0.143920706325316,51.4767891362521,-0.285381011417179
18155,Westminster,Kew Gardens,0,10,51.501401591350096,-0.125002079249726,51.4767891362521,-0.285381011417179
18156,Whitechapel,Kew Gardens,6,1,51.5195877855755,-0.0594204851891818,51.4767891362521,-0.285381011417179
18157,Wimbledon,Kew Gardens,13,3,51.4211078449718,-0.206662835920936,51.4767891362521,-0.285381011417179
18158,Aldgate East,Lambeth North,0,28,51.5150816226404,-0.0730014627258136,51.499129945865796,-0.11176826118096302
18159,Amersham,Lambeth North,16,0,51.6741293179421,-0.6065137893557739,51.499129945865796,-0.11176826118096302
18160,Angel,Lambeth North,7,12,51.53296801568911,-0.10558144894639801,51.499129945865796,-0.11176826118096302
18161,Archway,Lambeth North,18,0,51.5654905340774,-0.135121576677549,51.499129945865796,-0.11176826118096302
18162,Baker Street,Lambeth North,5,0,51.5231296204391,-0.15690419441262,51.499129945865796,-0.11176826118096302
18163,Balham,Lambeth North,10,0,51.443182562032604,-0.152685163343656,51.499129945865796,-0.11176826118096302
18164,Barking,Lambeth North,13,0,51.539521113341294,0.0808316100128655,51.499129945865796,-0.11176826118096302
18165,Bayswater,Lambeth North,1,10,51.5121112883667,-0.18790157392744103,51.499129945865796,-0.11176826118096302
18166,Bermondsey,Lambeth North,1,0,51.4979607802573,-0.0643300900477039,51.499129945865796,-0.11176826118096302
18167,Blackfriars,Lambeth North,0,9,51.5115869277802,-0.10299538523578698,51.499129945865796,-0.11176826118096302
18168,Blackhorse Road,Lambeth North,7,0,51.5857766270677,-0.0396257115532134,51.499129945865796,-0.11176826118096302
18169,Bounds Green,Lambeth North,5,0,51.607031921240704,-0.124177065625754,51.499129945865796,-0.11176826118096302
18170,Bow Road,Lambeth North,1,0,51.5270418067574,-0.0243595906651091,51.499129945865796,-0.11176826118096302
18171,Burnt Oak,Lambeth North,14,0,51.6025519118101,-0.264330712266273,51.499129945865796,-0.11176826118096302
18172,Caledonian Road,Lambeth North,12,0,51.547885441027496,-0.118360861873635,51.499129945865796,-0.11176826118096302
18173,Canary Wharf,Lambeth North,4,16,51.5035784043688,-0.0194668401596637,51.499129945865796,-0.11176826118096302
18174,Cannon Street,Lambeth North,5,0,51.5113620889071,-0.0902505268833338,51.499129945865796,-0.11176826118096302
18175,Canons Park,Lambeth North,8,0,51.60765056954779,-0.29439159654004604,51.499129945865796,-0.11176826118096302
18176,Charing Cross,Lambeth North,17,49,51.5083586300048,-0.124802938133095,51.499129945865796,-0.11176826118096302
18177,Clapham Common,Lambeth North,15,0,51.461803669852294,-0.13831490249485098,51.499129945865796,-0.11176826118096302
18178,Clapham South,Lambeth North,10,0,51.4526764891153,-0.147984069598376,51.499129945865796,-0.11176826118096302
18179,Cockfosters,Lambeth North,17,0,51.6520244788699,-0.149916711073587,51.499129945865796,-0.11176826118096302
18180,Colliers Wood,Lambeth North,4,0,51.41875918776179,-0.177415099875595,51.499129945865796,-0.11176826118096302
18181,Ealing Broadway,Lambeth North,14,0,51.514861974896405,-0.302010381444888,51.499129945865796,-0.11176826118096302
18182,Ealing Common,Lambeth North,1,1,51.5102486557265,-0.28715141790547805,51.499129945865796,-0.11176826118096302
18183,East Acton,Lambeth North,6,0,51.51626341426889,-0.24811222486180104,51.499129945865796,-0.11176826118096302
18184,Edgware,Lambeth North,6,12,51.6142296221626,-0.275093666466036,51.499129945865796,-0.11176826118096302
18185,Elm Park,Lambeth North,11,0,51.5491245841858,0.197252681986762,51.499129945865796,-0.11176826118096302
18186,Embankment,Lambeth North,5,17,51.50731249477679,-0.12236733652715699,51.499129945865796,-0.11176826118096302
18187,Euston,Lambeth North,2,1,51.52866433052879,-0.133296471846732,51.499129945865796,-0.11176826118096302
18188,Finsbury Park,Lambeth North,18,24,51.5646354455769,-0.10588148617519001,51.499129945865796,-0.11176826118096302
18189,Fulham Broadway,Lambeth North,11,0,51.480260903539104,-0.19554416374798997,51.499129945865796,-0.11176826118096302
18190,Gants Hill,Lambeth North,0,5,51.5765529520727,0.0660840978012218,51.499129945865796,-0.11176826118096302
18191,Greenford,Lambeth North,2,0,51.541980070868995,-0.34587874010203995,51.499129945865796,-0.11176826118096302
18192,Hainault,Lambeth North,7,0,51.6028453270268,0.0941085503026948,51.499129945865796,-0.11176826118096302
18193,Hanger Lane,Lambeth North,13,0,51.5300720336304,-0.29299614555526504,51.499129945865796,-0.11176826118096302
18194,Harlesden,Lambeth North,2,0,51.5362583277376,-0.257495674234359,51.499129945865796,-0.11176826118096302
18195,Harrow-on-the-Hill,Lambeth North,10,0,51.5793881186851,-0.33700151732302597,51.499129945865796,-0.11176826118096302
18196,High Barnet,Lambeth North,12,0,51.6516882533421,-0.194165380168301,51.499129945865796,-0.11176826118096302
18197,Holborn,Lambeth North,0,9,51.51723573506929,-0.11984050743238,51.499129945865796,-0.11176826118096302
18198,Holloway Road,Lambeth North,2,5,51.5528161033705,-0.11293569695285,51.499129945865796,-0.11176826118096302
18199,Hounslow Central,Lambeth North,2,0,51.470925765892105,-0.36595812917284204,51.499129945865796,-0.11176826118096302
18200,Kensal Green,Lambeth North,7,22,51.53052421415789,-0.224713384073025,51.499129945865796,-0.11176826118096302
18201,Kentish Town,Lambeth North,0,16,51.55000952169021,-0.140471263842415,51.499129945865796,-0.11176826118096302
18202,Kilburn,Lambeth North,18,0,51.54694443536611,-0.204632719131385,51.499129945865796,-0.11176826118096302
18203,Kilburn Park,Lambeth North,17,13,51.535135536904896,-0.193966057123936,51.499129945865796,-0.11176826118096302
18204,Knightsbridge,Lambeth North,0,26,51.5013548976071,-0.16066448611880801,51.499129945865796,-0.11176826118096302
18205,Ladbroke Grove,Lambeth North,4,0,51.5172106734536,-0.210198172458574,51.499129945865796,-0.11176826118096302
18206,Latimer Road,Lambeth North,5,0,51.5139580984839,-0.217459666065143,51.499129945865796,-0.11176826118096302
18207,Liverpool Street,Lambeth North,20,18,51.5175982643439,-0.0822496222771093,51.499129945865796,-0.11176826118096302
18208,London Bridge,Lambeth North,13,27,51.5046743475629,-0.0860055981730393,51.499129945865796,-0.11176826118096302
18209,Maida Vale,Lambeth North,1,0,51.5299950567181,-0.18543264693135394,51.499129945865796,-0.11176826118096302
18210,Manor House,Lambeth North,6,0,51.570747140220206,-0.0956849762588548,51.499129945865796,-0.11176826118096302
18211,Marylebone,Lambeth North,44,1,51.5223966684401,-0.163492563860306,51.499129945865796,-0.11176826118096302
18212,Mile End,Lambeth North,3,2,51.5253109704202,-0.0326660843305231,51.499129945865796,-0.11176826118096302
18213,Morden,Lambeth North,15,0,51.402185961613505,-0.19485198172341897,51.499129945865796,-0.11176826118096302
