,origin_station,destination_station,AMpeak_trips,PMpeak_trips,o_lat,o_lon,d_lat,d_lon
5951,West Acton,Liverpool Street,68,126,51.517770150265896,-0.28065717548937,51.5175982643439,-0.0822496222771093
5952,West Brompton,Liverpool Street,16,0,51.4873289147265,-0.19553881189039604,51.5175982643439,-0.0822496222771093
5953,West Ham,Liverpool Street,60,34,51.528525519359896,0.00531739383062769,51.5175982643439,-0.0822496222771093
5954,West Hampstead,Liverpool Street,247,229,51.54747433305079,-0.19112658556357198,51.5175982643439,-0.0822496222771093
5955,West Harrow,Liverpool Street,77,13,51.57892423798761,-0.35384669716506706,51.5175982643439,-0.0822496222771093
5956,West Kensington,Liverpool Street,39,0,51.490109362443704,-0.20620369468782102,51.5175982643439,-0.0822496222771093
5957,West Ruislip,Liverpool Street,103,0,51.569587871370295,-0.43786014555668706,51.5175982643439,-0.0822496222771093
5958,Westbourne Park,Liverpool Street,137,115,51.52098884133861,-0.20088251515821104,51.5175982643439,-0.0822496222771093
5959,Westminster,Liverpool Street,0,527,51.501401591350096,-0.125002079249726,51.5175982643439,-0.0822496222771093
5960,White City,Liverpool Street,111,225,51.512232437641494,-0.22463193144813,51.5175982643439,-0.0822496222771093
5961,Whitechapel,Liverpool Street,82,306,51.5195877855755,-0.0594204851891818,51.5175982643439,-0.0822496222771093
5962,Willesden Green,Liverpool Street,302,12,51.5493732864318,-0.22240760412448,51.5175982643439,-0.0822496222771093
5963,Willesden Junction,Liverpool Street,3,0,51.5322339634936,-0.24390914329748298,51.5175982643439,-0.0822496222771093
5964,Wimbledon Park,Liverpool Street,28,24,51.43458095262871,-0.199186275276999,51.5175982643439,-0.0822496222771093
5965,Wood Green,Liverpool Street,26,35,51.597453728312104,-0.109526589468032,51.5175982643439,-0.0822496222771093
5966,Woodford,Liverpool Street,364,158,51.6072018443785,0.0340562023454831,51.5175982643439,-0.0822496222771093
5967,Acton Town,London Bridge,47,24,51.503071442963495,-0.28030270140601,51.5046743475629,-0.0860055981730393
5968,Aldgate East,London Bridge,3,39,51.5150816226404,-0.0730014627258136,51.5046743475629,-0.0860055981730393
5969,Amersham,London Bridge,9,0,51.6741293179421,-0.6065137893557739,51.5046743475629,-0.0860055981730393
5970,Angel,London Bridge,356,555,51.53296801568911,-0.10558144894639801,51.5046743475629,-0.0860055981730393
5971,Archway,London Bridge,262,44,51.5654905340774,-0.135121576677549,51.5046743475629,-0.0860055981730393
5972,Arnos Grove,London Bridge,44,0,51.616230141680205,-0.134270218764562,51.5046743475629,-0.0860055981730393
5973,Arsenal,London Bridge,94,0,51.5585413757193,-0.105499933602789,51.5046743475629,-0.0860055981730393
5974,Baker Street,London Bridge,421,260,51.5231296204391,-0.15690419441262,51.5046743475629,-0.0860055981730393
5975,Balham,London Bridge,522,125,51.443182562032604,-0.152685163343656,51.5046743475629,-0.0860055981730393
5976,Barbican,London Bridge,24,79,51.5202152835411,-0.0977215786403087,51.5046743475629,-0.0860055981730393
5977,Barking,London Bridge,52,0,51.539521113341294,0.0808316100128655,51.5046743475629,-0.0860055981730393
5978,Barkingside,London Bridge,35,0,51.5858506139378,0.0884766396392107,51.5046743475629,-0.0860055981730393
5979,Barons Court,London Bridge,11,71,51.4902286819759,-0.213430145064537,51.5046743475629,-0.0860055981730393
5980,Becontree,London Bridge,69,43,51.5395854092624,0.12688029173904,51.5046743475629,-0.0860055981730393
5981,Belsize Park,London Bridge,50,61,51.5501908776835,-0.163974492584094,51.5046743475629,-0.0860055981730393
5982,Bermondsey,London Bridge,236,219,51.4979607802573,-0.0643300900477039,51.5046743475629,-0.0860055981730393
5983,Bethnal Green,London Bridge,126,94,51.527191741204994,-0.0553921116245381,51.5046743475629,-0.0860055981730393
5984,Blackfriars,London Bridge,0,52,51.5115869277802,-0.10299538523578698,51.5046743475629,-0.0860055981730393
5985,Blackhorse Road,London Bridge,59,0,51.5857766270677,-0.0396257115532134,51.5046743475629,-0.0860055981730393
5986,Bond Street,London Bridge,118,882,51.51379752478379,-0.14961360982794597,51.5046743475629,-0.0860055981730393
5987,Borough,London Bridge,9,41,51.50104886940699,-0.0941973231491299,51.5046743475629,-0.0860055981730393
5988,Boston Manor,London Bridge,8,0,51.4957655352965,-0.32474718876578806,51.5046743475629,-0.0860055981730393
5989,Bounds Green,London Bridge,78,0,51.607031921240704,-0.124177065625754,51.5046743475629,-0.0860055981730393
5990,Bow Road,London Bridge,26,0,51.5270418067574,-0.0243595906651091,51.5046743475629,-0.0860055981730393
5991,Brent Cross,London Bridge,27,20,51.576599215060604,-0.21333584051056304,51.5046743475629,-0.0860055981730393
5992,Brixton,London Bridge,385,139,51.4627368020741,-0.11455209758661801,51.5046743475629,-0.0860055981730393
5993,Bromley-by-Bow,London Bridge,9,0,51.524840200182105,-0.0116823743599265,51.5046743475629,-0.0860055981730393
5994,Buckhurst Hill,London Bridge,0,41,51.626576660928,0.0467125412965725,51.5046743475629,-0.0860055981730393
5995,Burnt Oak,London Bridge,45,21,51.6025519118101,-0.264330712266273,51.5046743475629,-0.0860055981730393
5996,Caledonian Road,London Bridge,22,90,51.547885441027496,-0.118360861873635,51.5046743475629,-0.0860055981730393
5997,Camden Town,London Bridge,126,345,51.539969352277005,-0.142452381051009,51.5046743475629,-0.0860055981730393
5998,Canada Water,London Bridge,2143,807,51.4981684118441,-0.0508071209954049,51.5046743475629,-0.0860055981730393
5999,Canary Wharf,London Bridge,716,3102,51.5035784043688,-0.0194668401596637,51.5046743475629,-0.0860055981730393
6000,Canning Town,London Bridge,1047,604,51.513870287242,0.00830563274393741,51.5046743475629,-0.0860055981730393
6001,Canons Park,London Bridge,41,0,51.60765056954779,-0.29439159654004604,51.5046743475629,-0.0860055981730393
6002,Chalk Farm,London Bridge,74,56,51.5441490864876,-0.153733070875137,51.5046743475629,-0.0860055981730393
6003,Chancery Lane,London Bridge,50,579,51.518494016584704,-0.11196202748568902,51.5046743475629,-0.0860055981730393
6004,Charing Cross,London Bridge,36,97,51.5083586300048,-0.124802938133095,51.5046743475629,-0.0860055981730393
6005,Chesham,London Bridge,93,0,51.705380020677296,-0.6114296571259019,51.5046743475629,-0.0860055981730393
6006,Chigwell,London Bridge,6,0,51.6178578723834,0.0761792150052964,51.5046743475629,-0.0860055981730393
6007,Chiswick Park,London Bridge,19,19,51.4943707139869,-0.26773692216360995,51.5046743475629,-0.0860055981730393
6008,Chorleywood,London Bridge,1,22,51.6542659264231,-0.518333926536853,51.5046743475629,-0.0860055981730393
6009,Clapham Common,London Bridge,235,148,51.461803669852294,-0.13831490249485098,51.5046743475629,-0.0860055981730393
6010,Clapham North,London Bridge,56,3,51.464916214992506,-0.12991006289038198,51.5046743475629,-0.0860055981730393
6011,Clapham South,London Bridge,129,67,51.4526764891153,-0.147984069598376,51.5046743475629,-0.0860055981730393
6012,Cockfosters,London Bridge,82,6,51.6520244788699,-0.149916711073587,51.5046743475629,-0.0860055981730393
6013,Colindale,London Bridge,279,68,51.5952305160491,-0.250287543714841,51.5046743475629,-0.0860055981730393
6014,Colliers Wood,London Bridge,202,92,51.41875918776179,-0.177415099875595,51.5046743475629,-0.0860055981730393
6015,Covent Garden,London Bridge,0,76,51.512760234858206,-0.12450689463272302,51.5046743475629,-0.0860055981730393
6016,Croxley,London Bridge,4,0,51.647005280107,-0.44160379825288504,51.5046743475629,-0.0860055981730393
6017,Dagenham East,London Bridge,20,0,51.5441873390151,0.165833431683368,51.5046743475629,-0.0860055981730393
6018,Dagenham Heathway,London Bridge,290,32,51.541211790954705,0.14767972018313802,51.5046743475629,-0.0860055981730393
6019,Debden,London Bridge,25,49,51.645492001721,0.0838014748371958,51.5046743475629,-0.0860055981730393
6020,Dollis Hill,London Bridge,27,19,51.551850590714395,-0.23879776168058803,51.5046743475629,-0.0860055981730393
6021,Ealing Broadway,London Bridge,54,15,51.514861974896405,-0.302010381444888,51.5046743475629,-0.0860055981730393
6022,Ealing Common,London Bridge,21,7,51.5102486557265,-0.28715141790547805,51.5046743475629,-0.0860055981730393
6023,East Acton,London Bridge,17,37,51.51626341426889,-0.24811222486180104,51.5046743475629,-0.0860055981730393
6024,East Finchley,London Bridge,217,60,51.5873325447116,-0.164743886020014,51.5046743475629,-0.0860055981730393
6025,East Ham,London Bridge,8,21,51.5392461649047,0.0515162933203073,51.5046743475629,-0.0860055981730393
6026,East Putney,London Bridge,63,13,51.4588797835326,-0.210998234182405,51.5046743475629,-0.0860055981730393
6027,Eastcote,London Bridge,31,0,51.576551823245,-0.39682329933106103,51.5046743475629,-0.0860055981730393
6028,Edgware,London Bridge,68,11,51.6142296221626,-0.275093666466036,51.5046743475629,-0.0860055981730393
6029,Elm Park,London Bridge,35,0,51.5491245841858,0.197252681986762,51.5046743475629,-0.0860055981730393
6030,Embankment,London Bridge,23,91,51.50731249477679,-0.12236733652715699,51.5046743475629,-0.0860055981730393
6031,Epping,London Bridge,11,19,51.6936861661113,0.11382555274482599,51.5046743475629,-0.0860055981730393
6032,Euston,London Bridge,765,958,51.52866433052879,-0.133296471846732,51.5046743475629,-0.0860055981730393
6033,Fairlop,London Bridge,43,0,51.5961095431963,0.0905932794268205,51.5046743475629,-0.0860055981730393
6034,Farringdon,London Bridge,43,97,51.5201956882975,-0.10484306195035001,51.5046743475629,-0.0860055981730393
6035,Finchley Central,London Bridge,32,42,51.600903250521895,-0.193220636879031,51.5046743475629,-0.0860055981730393
6036,Finchley Road,London Bridge,147,68,51.5470961986729,-0.180050560513333,51.5046743475629,-0.0860055981730393
6037,Finsbury Park,London Bridge,394,309,51.5646354455769,-0.10588148617519001,51.5046743475629,-0.0860055981730393
6038,Gants Hill,London Bridge,45,0,51.5765529520727,0.0660840978012218,51.5046743475629,-0.0860055981730393
6039,Gloucester Road,London Bridge,73,86,51.4944995577167,-0.18354355952647697,51.5046743475629,-0.0860055981730393
6040,Golders Green,London Bridge,55,37,51.57221553323521,-0.194834559142163,51.5046743475629,-0.0860055981730393
6041,Goodge Street,London Bridge,25,101,51.52061310945721,-0.13480769016588698,51.5046743475629,-0.0860055981730393
6042,Grange Hill,London Bridge,6,0,51.6134804256286,0.092272529661441,51.5046743475629,-0.0860055981730393
6043,Great Portland Street,London Bridge,12,17,51.5237887958946,-0.14396142528077602,51.5046743475629,-0.0860055981730393
6044,Green Park,London Bridge,128,655,51.506760484493896,-0.14247757559748198,51.5046743475629,-0.0860055981730393
6045,Greenford,London Bridge,93,0,51.541980070868995,-0.34587874010203995,51.5046743475629,-0.0860055981730393
6046,Gunnersbury,London Bridge,81,0,51.4918634114529,-0.27516413582292604,51.5046743475629,-0.0860055981730393
6047,Hampstead,London Bridge,24,52,51.5565425953294,-0.17801455994679802,51.5046743475629,-0.0860055981730393
6048,Hanger Lane,London Bridge,15,60,51.5300720336304,-0.29299614555526504,51.5046743475629,-0.0860055981730393
6049,Harlesden,London Bridge,3,65,51.5362583277376,-0.257495674234359,51.5046743475629,-0.0860055981730393
6050,Harrow-on-the-Hill,London Bridge,159,0,51.5793881186851,-0.33700151732302597,51.5046743475629,-0.0860055981730393
6051,Hatton Cross,London Bridge,1,14,51.466685304207,-0.42338056342404795,51.5046743475629,-0.0860055981730393
6052,Heathrow Terminal 4,London Bridge,1,0,51.4597804296919,-0.447729589959589,51.5046743475629,-0.0860055981730393
6053,Hendon Central,London Bridge,82,26,51.583133046747704,-0.226734140088258,51.5046743475629,-0.0860055981730393
6054,High Barnet,London Bridge,184,70,51.6516882533421,-0.194165380168301,51.5046743475629,-0.0860055981730393
6055,High Street Kensington,London Bridge,63,130,51.5007294453891,-0.19156605762672196,51.5046743475629,-0.0860055981730393
6056,Highgate,London Bridge,181,0,51.5776466172769,-0.14693486218376503,51.5046743475629,-0.0860055981730393
6057,Hillingdon,London Bridge,60,53,51.55377751590571,-0.449897993430179,51.5046743475629,-0.0860055981730393
6058,Holborn,London Bridge,14,286,51.51723573506929,-0.11984050743238,51.5046743475629,-0.0860055981730393
6059,Holland Park,London Bridge,50,35,51.50714648390579,-0.206557777890637,51.5046743475629,-0.0860055981730393
6060,Holloway Road,London Bridge,54,19,51.5528161033705,-0.11293569695285,51.5046743475629,-0.0860055981730393
6061,Hornchurch,London Bridge,15,10,51.5543551095852,0.218926996584347,51.5046743475629,-0.0860055981730393
6062,Hounslow Central,London Bridge,18,0,51.470925765892105,-0.36595812917284204,51.5046743475629,-0.0860055981730393
6063,Hounslow East,London Bridge,24,0,51.47370789438,-0.35527532185487004,51.5046743475629,-0.0860055981730393
6064,Hounslow West,London Bridge,0,13,51.47310571581671,-0.385707628650378,51.5046743475629,-0.0860055981730393
6065,Hyde Park Corner,London Bridge,0,1,51.502584012708205,-0.15247411397848998,51.5046743475629,-0.0860055981730393
6066,Ickenham,London Bridge,11,0,51.5608250533895,-0.4415795126425979,51.5046743475629,-0.0860055981730393
6067,Kennington,London Bridge,107,125,51.488662458334105,-0.10507061341036901,51.5046743475629,-0.0860055981730393
6068,Kensal Green,London Bridge,75,41,51.53052421415789,-0.224713384073025,51.5046743475629,-0.0860055981730393
6069,Kentish Town,London Bridge,51,177,51.55000952169021,-0.140471263842415,51.5046743475629,-0.0860055981730393
6070,Kew Gardens,London Bridge,4,37,51.4767891362521,-0.285381011417179,51.5046743475629,-0.0860055981730393
6071,Kilburn,London Bridge,247,189,51.54694443536611,-0.204632719131385,51.5046743475629,-0.0860055981730393
6072,Kilburn Park,London Bridge,39,28,51.535135536904896,-0.193966057123936,51.5046743475629,-0.0860055981730393
6073,Kingsbury,London Bridge,63,0,51.58487651699329,-0.278601608230903,51.5046743475629,-0.0860055981730393
6074,Knightsbridge,London Bridge,26,257,51.5013548976071,-0.16066448611880801,51.5046743475629,-0.0860055981730393
6075,Ladbroke Grove,London Bridge,38,62,51.5172106734536,-0.210198172458574,51.5046743475629,-0.0860055981730393
6076,Lambeth North,London Bridge,11,19,51.499129945865796,-0.11176826118096302,51.5046743475629,-0.0860055981730393
6077,Lancaster Gate,London Bridge,27,0,51.511890943083706,-0.175429928574922,51.5046743475629,-0.0860055981730393
6078,Latimer Road,London Bridge,24,9,51.5139580984839,-0.217459666065143,51.5046743475629,-0.0860055981730393
6079,Leicester Square,London Bridge,12,177,51.5112911816198,-0.128242147580481,51.5046743475629,-0.0860055981730393
6080,Leyton,London Bridge,217,108,51.5581322702431,-0.00646533158243596,51.5046743475629,-0.0860055981730393
6081,Leytonstone,London Bridge,186,2,51.5685222890996,0.00914045195130117,51.5046743475629,-0.0860055981730393
6082,Liverpool Street,London Bridge,483,588,51.5175982643439,-0.0822496222771093,51.5046743475629,-0.0860055981730393
6083,Loughton,London Bridge,56,2,51.641570477697705,0.0552790791032814,51.5046743475629,-0.0860055981730393
6084,Maida Vale,London Bridge,45,11,51.5299950567181,-0.18543264693135394,51.5046743475629,-0.0860055981730393
6085,Manor House,London Bridge,81,0,51.570747140220206,-0.0956849762588548,51.5046743475629,-0.0860055981730393
6086,Mansion House,London Bridge,1,0,51.512091750122096,-0.0941976577543322,51.5046743475629,-0.0860055981730393
6087,Marble Arch,London Bridge,16,138,51.51396549179051,-0.158571216249827,51.5046743475629,-0.0860055981730393
6088,Marylebone,London Bridge,109,153,51.5223966684401,-0.163492563860306,51.5046743475629,-0.0860055981730393
6089,Mile End,London Bridge,85,55,51.5253109704202,-0.0326660843305231,51.5046743475629,-0.0860055981730393
6090,Mill Hill East,London Bridge,16,0,51.60831664462871,-0.20989571287373104,51.5046743475629,-0.0860055981730393
6091,Moor Park,London Bridge,26,0,51.62993066541039,-0.43291302742675797,51.5046743475629,-0.0860055981730393
6092,Moorgate,London Bridge,2327,711,51.5184371390077,-0.0890176878750945,51.5046743475629,-0.0860055981730393
6093,Morden,London Bridge,383,80,51.402185961613505,-0.19485198172341897,51.5046743475629,-0.0860055981730393
6094,Mornington Crescent,London Bridge,14,48,51.5343622173569,-0.138744349838543,51.5046743475629,-0.0860055981730393
6095,Neasden,London Bridge,99,64,51.554627717006504,-0.250115045332305,51.5046743475629,-0.0860055981730393
6096,Newbury Park,London Bridge,145,0,51.5756383559361,0.090303157711892,51.5046743475629,-0.0860055981730393
6097,North Acton,London Bridge,66,51,51.5234324274314,-0.259729527847009,51.5046743475629,-0.0860055981730393
6098,North Greenwich,London Bridge,817,522,51.5002551525582,0.00358625912485761,51.5046743475629,-0.0860055981730393
6099,North Harrow,London Bridge,74,0,51.584631298927405,-0.3626329932634129,51.5046743475629,-0.0860055981730393
6100,North Wembley,London Bridge,14,9,51.56239629153811,-0.30394821929308,51.5046743475629,-0.0860055981730393
6101,Northfields,London Bridge,77,36,51.500491670459795,-0.31506481877021597,51.5046743475629,-0.0860055981730393
6102,Northolt,London Bridge,92,0,51.548212900955,-0.368440595510011,51.5046743475629,-0.0860055981730393
6103,Northwick Park,London Bridge,39,34,51.57850868801479,-0.31819939191086705,51.5046743475629,-0.0860055981730393
6104,Northwood,London Bridge,60,7,51.611213610715,-0.423837786672373,51.5046743475629,-0.0860055981730393
6105,Northwood Hills,London Bridge,80,4,51.600802645329296,-0.409311357826304,51.5046743475629,-0.0860055981730393
6106,Notting Hill Gate,London Bridge,97,116,51.50937533634539,-0.19592161845508502,51.5046743475629,-0.0860055981730393
6107,Oakwood,London Bridge,11,0,51.6476379604749,-0.131853539818674,51.5046743475629,-0.0860055981730393
6108,Old Street,London Bridge,602,1752,51.525581471626,-0.0876229578285339,51.5046743475629,-0.0860055981730393
6109,Osterley,London Bridge,58,0,51.4812168100862,-0.35209609607353903,51.5046743475629,-0.0860055981730393
6110,Oval,London Bridge,149,170,51.4814126004267,-0.11332107586241001,51.5046743475629,-0.0860055981730393
6111,Oxford Circus,London Bridge,19,226,51.5152234024753,-0.140836171281216,51.5046743475629,-0.0860055981730393
6112,Paddington,London Bridge,568,334,51.5153937854761,-0.17573675205718,51.5046743475629,-0.0860055981730393
6113,Parsons Green,London Bridge,203,91,51.474960152611295,-0.20112449236141197,51.5046743475629,-0.0860055981730393
6114,Piccadilly Circus,London Bridge,19,201,51.5096967485824,-0.133711597193113,51.5046743475629,-0.0860055981730393
6115,Pimlico,London Bridge,158,34,51.4895528621095,-0.13310825841606,51.5046743475629,-0.0860055981730393
6116,Pinner,London Bridge,124,35,51.5923616780875,-0.38122379020978003,51.5046743475629,-0.0860055981730393
6117,Plaistow,London Bridge,50,0,51.53128833503511,0.0177806419767876,51.5046743475629,-0.0860055981730393
6118,Preston Road,London Bridge,103,15,51.572103728155795,-0.294972012548964,51.5046743475629,-0.0860055981730393
6119,Putney Bridge,London Bridge,58,0,51.4678653375334,-0.20936541684838395,51.5046743475629,-0.0860055981730393
6120,Queensbury,London Bridge,184,0,51.5938829754361,-0.286331597393279,51.5046743475629,-0.0860055981730393
6121,Queensway,London Bridge,179,85,51.510449232949895,-0.18741990308706696,51.5046743475629,-0.0860055981730393
6122,Ravenscourt Park,London Bridge,44,41,51.4940679805396,-0.235969233097656,51.5046743475629,-0.0860055981730393
6123,Rayners Lane,London Bridge,60,13,51.5753967323171,-0.3710608137742671,51.5046743475629,-0.0860055981730393
6124,Richmond,London Bridge,1,10,51.4632328858425,-0.30173913400666696,51.5046743475629,-0.0860055981730393
6125,Rickmansworth,London Bridge,0,1,51.6403230144667,-0.473684584103803,51.5046743475629,-0.0860055981730393
6126,Roding Valley,London Bridge,14,0,51.61695644608461,0.0440262070089692,51.5046743475629,-0.0860055981730393
6127,Royal Oak,London Bridge,19,0,51.5182943526052,-0.188823673616337,51.5046743475629,-0.0860055981730393
6128,Ruislip,London Bridge,22,0,51.5721619209745,-0.421234925940202,51.5046743475629,-0.0860055981730393
6129,Ruislip Gardens,London Bridge,0,1,51.559960178137295,-0.40929411114266095,51.5046743475629,-0.0860055981730393
6130,Ruislip Manor,London Bridge,3,0,51.573451574510095,-0.412849354371243,51.5046743475629,-0.0860055981730393
6131,Russell Square,London Bridge,24,61,51.523013038091094,-0.12459019776958,51.5046743475629,-0.0860055981730393
6132,Seven Sisters,London Bridge,214,115,51.58336215999121,-0.0724668228194505,51.5046743475629,-0.0860055981730393
6133,Sloane Square,London Bridge,111,123,51.4923597642465,-0.156488857475889,51.5046743475629,-0.0860055981730393
6134,Snaresbrook,London Bridge,69,0,51.5808912737665,0.0214639277817424,51.5046743475629,-0.0860055981730393
6135,South Ealing,London Bridge,30,31,51.501644020742795,-0.30704024495136606,51.5046743475629,-0.0860055981730393
6136,South Harrow,London Bridge,14,0,51.564680168418896,-0.351893970947759,51.5046743475629,-0.0860055981730393
6137,South Kensington,London Bridge,94,234,51.494071365584205,-0.17392302309209898,51.5046743475629,-0.0860055981730393
6138,South Kenton,London Bridge,7,0,51.5710444494788,-0.30814297729179496,51.5046743475629,-0.0860055981730393
6139,South Wimbledon,London Bridge,64,0,51.4153607099116,-0.19197454623853302,51.5046743475629,-0.0860055981730393
6140,South Woodford,London Bridge,132,0,51.591552616345396,0.027943078326038998,51.5046743475629,-0.0860055981730393
6141,Southfields,London Bridge,17,39,51.444883313434495,-0.20660938557051503,51.5046743475629,-0.0860055981730393
6142,Southgate,London Bridge,35,5,51.63237584819041,-0.127770047251446,51.5046743475629,-0.0860055981730393
6143,Southwark,London Bridge,430,542,51.5038536204048,-0.105794939570331,51.5046743475629,-0.0860055981730393
6144,St. James's Park,London Bridge,35,78,51.49960979443029,-0.133878755377767,51.5046743475629,-0.0860055981730393
6145,Stamford Brook,London Bridge,66,0,51.494449967762606,-0.245246309525915,51.5046743475629,-0.0860055981730393
6146,Stanmore,London Bridge,89,0,51.6196734439499,-0.303099292944956,51.5046743475629,-0.0860055981730393
6147,Stepney Green,London Bridge,58,62,51.5219958335811,-0.0473825233217984,51.5046743475629,-0.0860055981730393
6148,Stockwell,London Bridge,350,95,51.4721592557897,-0.122846304228405,51.5046743475629,-0.0860055981730393
6149,Stratford,London Bridge,1884,308,51.54169257936171,-0.00375164102765845,51.5046743475629,-0.0860055981730393
6150,Sudbury Hill,London Bridge,21,0,51.5573395592764,-0.336392115131209,51.5046743475629,-0.0860055981730393
6151,Sudbury Town,London Bridge,5,0,51.551397442548506,-0.316343485736328,51.5046743475629,-0.0860055981730393
6152,Swiss Cottage,London Bridge,230,79,51.5430348466642,-0.17562660443027803,51.5046743475629,-0.0860055981730393
6153,Temple,London Bridge,9,89,51.5110406072706,-0.113725750277665,51.5046743475629,-0.0860055981730393
6154,Theydon Bois,London Bridge,12,0,51.6725520831721,0.10289073625208199,51.5046743475629,-0.0860055981730393
6155,Tooting Bec,London Bridge,236,66,51.435838064106704,-0.159700492309773,51.5046743475629,-0.0860055981730393
6156,Tooting Broadway,London Bridge,545,84,51.4270491448249,-0.16868452742757,51.5046743475629,-0.0860055981730393
6157,Tottenham Court Road,London Bridge,37,382,51.51621087007461,-0.131110438934185,51.5046743475629,-0.0860055981730393
6158,Tottenham Hale,London Bridge,28,0,51.587997778177204,-0.0601878226919314,51.5046743475629,-0.0860055981730393
6159,Tower Hill,London Bridge,0,119,51.5103942732372,-0.0767011984581268,51.5046743475629,-0.0860055981730393
6160,Tufnell Park,London Bridge,129,55,51.556440797934705,-0.137742175150487,51.5046743475629,-0.0860055981730393
6161,Turnham Green,London Bridge,20,10,51.495181941248596,-0.25452456805284,51.5046743475629,-0.0860055981730393
6162,Turnpike Lane,London Bridge,91,47,51.59035813391561,-0.102805041186646,51.5046743475629,-0.0860055981730393
6163,Upminster,London Bridge,12,0,51.5587633566288,0.251400801076897,51.5046743475629,-0.0860055981730393
6164,Upney,London Bridge,18,0,51.538405647702,0.10153174405096499,51.5046743475629,-0.0860055981730393
6165,Upton Park,London Bridge,55,29,51.5366282006416,0.0345418396504738,51.5046743475629,-0.0860055981730393
6166,Uxbridge,London Bridge,91,3,51.5464545066041,-0.477101559701882,51.5046743475629,-0.0860055981730393
6167,Vauxhall,London Bridge,50,126,51.485735801715705,-0.123829952856406,51.5046743475629,-0.0860055981730393
6168,Victoria,London Bridge,221,318,51.4964239527317,-0.143920706325316,51.5046743475629,-0.0860055981730393
6169,Walthamstow Central,London Bridge,443,57,51.5830181133671,-0.0199405450269344,51.5046743475629,-0.0860055981730393
6170,Wanstead,London Bridge,32,0,51.5749021498173,0.0287604723850641,51.5046743475629,-0.0860055981730393
6171,Warren Street,London Bridge,24,142,51.5245799886272,-0.138278331644798,51.5046743475629,-0.0860055981730393
6172,Warwick Avenue,London Bridge,72,22,51.523104435131906,-0.18295329305572,51.5046743475629,-0.0860055981730393
6173,Waterloo,London Bridge,1206,343,51.5031466396974,-0.113259251998453,51.5046743475629,-0.0860055981730393
6174,Watford,London Bridge,18,0,51.6576050960735,-0.41727000688367893,51.5046743475629,-0.0860055981730393
6175,Wembley Central,London Bridge,42,0,51.55186478030271,-0.296392327030991,51.5046743475629,-0.0860055981730393
6176,Wembley Park,London Bridge,209,109,51.5633224581255,-0.27924255264977305,51.5046743475629,-0.0860055981730393
6177,West Acton,London Bridge,5,0,51.517770150265896,-0.28065717548937,51.5046743475629,-0.0860055981730393
6178,West Brompton,London Bridge,14,0,51.4873289147265,-0.19553881189039604,51.5046743475629,-0.0860055981730393
6179,West Finchley,London Bridge,33,21,51.6092627277839,-0.188917109550708,51.5046743475629,-0.0860055981730393
6180,West Ham,London Bridge,347,194,51.528525519359896,0.00531739383062769,51.5046743475629,-0.0860055981730393
6181,West Hampstead,London Bridge,393,3,51.54747433305079,-0.19112658556357198,51.5046743475629,-0.0860055981730393
6182,West Harrow,London Bridge,18,0,51.57892423798761,-0.35384669716506706,51.5046743475629,-0.0860055981730393
6183,West Kensington,London Bridge,115,0,51.490109362443704,-0.20620369468782102,51.5046743475629,-0.0860055981730393
6184,West Ruislip,London Bridge,15,28,51.569587871370295,-0.43786014555668706,51.5046743475629,-0.0860055981730393
6185,Westbourne Park,London Bridge,46,62,51.52098884133861,-0.20088251515821104,51.5046743475629,-0.0860055981730393
6186,Westminster,London Bridge,113,843,51.501401591350096,-0.125002079249726,51.5046743475629,-0.0860055981730393
6187,White City,London Bridge,46,123,51.512232437641494,-0.22463193144813,51.5046743475629,-0.0860055981730393
6188,Whitechapel,London Bridge,8,10,51.5195877855755,-0.0594204851891818,51.5046743475629,-0.0860055981730393
6189,Willesden Green,London Bridge,375,84,51.5493732864318,-0.22240760412448,51.5046743475629,-0.0860055981730393
6190,Willesden Junction,London Bridge,26,12,51.5322339634936,-0.24390914329748298,51.5046743475629,-0.0860055981730393
6191,Wimbledon Park,London Bridge,33,0,51.43458095262871,-0.199186275276999,51.5046743475629,-0.0860055981730393
6192,Wood Green,London Bridge,66,81,51.597453728312104,-0.109526589468032,51.5046743475629,-0.0860055981730393
6193,Woodford,London Bridge,92,0,51.6072018443785,0.0340562023454831,51.5046743475629,-0.0860055981730393
6194,Woodside Park,London Bridge,63,15,51.61786839986421,-0.185425504725524,51.5046743475629,-0.0860055981730393
6195,Acton Town,Mansion House,38,3,51.503071442963495,-0.28030270140601,51.512091750122096,-0.0941976577543322
6196,Aldgate East,Mansion House,60,0,51.5150816226404,-0.0730014627258136,51.512091750122096,-0.0941976577543322
6197,Amersham,Mansion House,32,0,51.6741293179421,-0.6065137893557739,51.512091750122096,-0.0941976577543322
6198,Angel,Mansion House,1,0,51.53296801568911,-0.10558144894639801,51.512091750122096,-0.0941976577543322
6199,Archway,Mansion House,0,4,51.5654905340774,-0.135121576677549,51.512091750122096,-0.0941976577543322
6200,Baker Street,Mansion House,11,68,51.5231296204391,-0.15690419441262,51.512091750122096,-0.0941976577543322
6201,Balham,Mansion House,11,0,51.443182562032604,-0.152685163343656,51.512091750122096,-0.0941976577543322
6202,Barking,Mansion House,11,0,51.539521113341294,0.0808316100128655,51.512091750122096,-0.0941976577543322
6203,Barons Court,Mansion House,86,22,51.4902286819759,-0.213430145064537,51.512091750122096,-0.0941976577543322
