,Station,Latitude,Longitude
246,Hampstead,51.5565425953294,-0.17801455994679802
247,Hampstead Heath,51.5551999245613,-0.164566183247471
248,Hampton,51.4158795524432,-0.372135253741401
249,Hampton Court,51.4022938774361,-0.34275715215215
250,Hampton Wick,51.41464004231871,-0.313103609659083
251,Hanger Lane,51.5300720336304,-0.29299614555526504
252,Hanwell,51.5121859578482,-0.338051884444727
253,Harlesden,51.5362583277376,-0.257495674234359
254,Harold Wood,51.5932022178275,0.23420407342479102
255,Harringay,51.5773579093944,-0.10520825255084801
256,Harringay Green Lanes,51.5771458929243,-0.0982173917761519
257,Harrington Road,51.3997905718013,-0.0606999545568372
258,Harrow and Wealdstone,51.592594632669496,-0.33425268508328304
259,Harrow-on-the-Hill,51.5793881186851,-0.33700151732302597
260,Hatch End,51.6098285039178,-0.369178780976322
261,Hatton Cross,51.466685304207,-0.42338056342404795
262,Haydons Road,51.42545731820599,-0.18892935935140398
263,Hayes,51.37573670682939,0.0101426524637168
264,Hayes and Harlington,51.5030490745061,-0.420641903606725
265,Headstone Lane,51.6024996261806,-0.356907514381109
266,Heathrow Terminal 4,51.4597804296919,-0.447729589959589
267,Heathrow Terminal 5,51.470025425890505,-0.490647503171403
268,Heathrow Terminals 1 2 3,51.471289400668795,-0.452407225588878
269,Hendon,51.5800749832165,-0.23863052060312398
270,Hendon Central,51.583133046747704,-0.226734140088258
271,Herne Hill,51.453991369728605,-0.102562908313382
272,Heron Quays,51.503386568845904,-0.0219535320624432
273,High Barnet,51.6516882533421,-0.194165380168301
274,High Street Kensington,51.5007294453891,-0.19156605762672196
275,Highams Park,51.6083559935251,-0.000135285919517002
276,Highbury and Islington,51.5464955066651,-0.10408213986369699
277,Highgate,51.5776466172769,-0.14693486218376503
278,Hillingdon,51.55377751590571,-0.449897993430179
279,Hither Green,51.452401722174905,-0.000970912324506991
280,Holborn,51.51723573506929,-0.11984050743238
281,Holland Park,51.50714648390579,-0.206557777890637
282,Holloway Road,51.5528161033705,-0.11293569695285
283,Homerton,51.546595446617204,-0.0385123471042932
284,Honor Oak Park,51.450648240761204,-0.0441531211420576
285,Hornchurch,51.5543551095852,0.218926996584347
286,Hornsey,51.5864748515145,-0.111815638121109
287,Hounslow,51.4625048175857,-0.36179625601988596
288,Hounslow Central,51.470925765892105,-0.36595812917284204
289,Hounslow East,51.47370789438,-0.35527532185487004
290,Hounslow West,51.47310571581671,-0.385707628650378
291,Hoxton,51.5313916125251,-0.0755856472034941
292,Hyde Park Corner,51.502584012708205,-0.15247411397848998
293,Ickenham,51.5608250533895,-0.4415795126425979
294,Ilford,51.55914224152411,0.0686851908980356
295,Imperial Wharf,51.4749389270134,-0.182837504741453
296,Island Gardens,51.48795008812039,-0.0104933031356475
297,Isleworth,51.475037423644,-0.33732876508971604
298,Kenley,51.3246003124125,-0.10121971276229902
299,Kennington,51.488662458334105,-0.10507061341036901
300,Kensal Green,51.53052421415789,-0.224713384073025
301,Kensal Rise,51.5342150645901,-0.220820978659314
302,Kensington (Olympia),51.497879699178704,-0.21037924233911398
303,Kent House,51.4127176592102,-0.0458155531797617
304,Kentish Town,51.55000952169021,-0.140471263842415
305,Kentish Town West,51.546547969524404,-0.146756409869457
306,Kenton,51.581496283816904,-0.31521686661349896
307,Kew Bridge,51.4900046159748,-0.288846494745842
308,Kew Gardens,51.4767891362521,-0.285381011417179
309,Kidbrooke,51.46269018793261,0.028300239135906003
310,Kilburn,51.54694443536611,-0.204632719131385
311,Kilburn High Road,51.5372677411075,-0.19111310573360998
312,Kilburn Park,51.535135536904896,-0.193966057123936
313,King George V,51.50200860735471,0.0622062138768401
314,King Henry's Drive,51.3453640975883,-0.0202647574466554
315,King's Cross,51.530798190907895,-0.12275642139720801
316,Kings Cross St. Pancras,51.5303124622023,-0.123872129573615
317,Kingsbury,51.58487651699329,-0.278601608230903
318,Kingston,51.4126417642477,-0.30114104020204996
319,Kingswood,51.294723138992005,-0.211233226116293
320,Knightsbridge,51.5013548976071,-0.16066448611880801
321,Knockholt,51.3457519392544,0.130831038819843
322,Ladbroke Grove,51.5172106734536,-0.210198172458574
323,Ladywell,51.4561921350751,-0.019244401145345
324,Lambeth North,51.499129945865796,-0.11176826118096302
325,Lancaster Gate,51.511890943083706,-0.175429928574922
326,Langdon Park,51.5188839383514,-0.0152137989598117
327,Latimer Road,51.5139580984839,-0.217459666065143
328,Lea Bridge,51.5666362612654,-0.0366831577380684
329,Lebanon Road,51.3751989969703,-0.0849736491745109
330,Lee,51.4494585198825,0.013364692370396999
331,Leicester Square,51.5112911816198,-0.128242147580481
332,Lewisham,51.464880713235395,-0.0124327009058803
333,Leyton,51.5581322702431,-0.00646533158243596
334,Leyton Midland Road,51.569364239337,-0.00806634743339343
335,Leytonstone,51.5685222890996,0.00914045195130117
336,Leytonstone High Road,51.5638073441885,0.00825446883118232
337,Limehouse,51.5123121635383,-0.0393800777495485
338,Liverpool Street,51.5175982643439,-0.0822496222771093
339,Lloyd Park,51.36427553515411,-0.0807462730721692
340,London Bridge,51.5046743475629,-0.0860055981730393
341,London City Airport,51.5036896641552,0.0478727154448085
342,London Fields,51.5407188411011,-0.0576996864103553
343,Loughborough Junction,51.4666788998768,-0.102497341535979
344,Loughton,51.641570477697705,0.0552790791032814
345,Lower Sydenham,51.424846842511606,-0.033330341542937
346,Maida Vale,51.5299950567181,-0.18543264693135394
347,Malden Manor,51.3846095360584,-0.26112041639888195
348,Manor House,51.570747140220206,-0.0956849762588548
349,Manor Park,51.5528543500504,0.045723870060229
350,Mansion House,51.512091750122096,-0.0941976577543322
351,Marble Arch,51.51396549179051,-0.158571216249827
352,Maryland,51.545668271034295,0.00568165418182294
353,Marylebone,51.5223966684401,-0.163492563860306
354,Maze Hill,51.483013656524705,0.00320489681765471
355,Merton Park,51.4133916084448,-0.20134203116671104
356,Mile End,51.5253109704202,-0.0326660843305231
357,Mill Hill Broadway,51.612871127886,-0.249537068494836
358,Mill Hill East,51.60831664462871,-0.20989571287373104
359,Mitcham,51.3974886140722,-0.170871647171924
360,Mitcham Eastfields,51.40838390986529,-0.15400171880056798
361,Mitcham Junction,51.39304256794371,-0.157436643661822
362,Monument,51.510630415901794,-0.0861883136877794
363,Moor Park,51.62993066541039,-0.43291302742675797
364,Moorgate,51.5184371390077,-0.0890176878750945
365,Morden,51.402185961613505,-0.19485198172341897
366,Morden Road,51.408871889006,-0.19280567725151998
367,Morden South,51.396307697574905,-0.200301562051216
368,Mornington Crescent,51.5343622173569,-0.138744349838543
369,Mortlake,51.46816793609101,-0.267203313914429
370,Motspur Park,51.395319626608895,-0.239439745975172
371,Mottingham,51.439824976607,0.0503242021767052
372,Mudchute,51.491236185337705,-0.0149599448927628
373,Neasden,51.554627717006504,-0.250115045332305
374,New Addington,51.3425905089639,-0.0173833270853994
375,New Barnet,51.64853676980061,-0.17296971401988095
376,New Beckenham,51.416705548656,-0.0353049493204362
377,New Cross,51.4764294151816,-0.0322788115029916
378,New Cross Gate,51.4752649281612,-0.0395290519360524
379,New Eltham,51.437690660187705,0.0704446183922663
380,New Malden,51.4035559067229,-0.256218106160674
381,New Southgate,51.614093666574895,-0.143009776041921
382,Newbury Park,51.5756383559361,0.090303157711892
383,Norbiton,51.4119093510218,-0.284199947894883
384,Norbury,51.41118850287211,-0.12279940184469999
385,North Acton,51.5234324274314,-0.259729527847009
386,North Dulwich,51.4544818086691,-0.0879186807179378
387,North Ealing,51.5176222888529,-0.288993552615282
388,North Greenwich,51.5002551525582,0.00358625912485761
389,North Harrow,51.584631298927405,-0.3626329932634129
390,North Sheen,51.4654196112512,-0.286397466744351
391,North Wembley,51.56239629153811,-0.30394821929308
392,Northfields,51.500491670459795,-0.31506481877021597
393,Northolt,51.548212900955,-0.368440595510011
394,Northolt Park,51.5576190512839,-0.35943419638260105
395,Northumberland Park,51.6020157330995,-0.0541320256381381
396,Northwick Park,51.57850868801479,-0.31819939191086705
397,Northwood,51.611213610715,-0.423837786672373
398,Northwood Hills,51.600802645329296,-0.409311357826304
399,Norwood Junction,51.3969543221338,-0.0752098565302298
400,Notting Hill Gate,51.50937533634539,-0.19592161845508502
401,Nunhead,51.4665799841859,-0.0536797426440658
402,Oakleigh Park,51.6376763630458,-0.16619496659508598
403,Oakwood,51.6476379604749,-0.131853539818674
404,Ockendon,51.5219896452329,0.29048347505578903
405,Old Street,51.525581471626,-0.0876229578285339
406,Orpington,51.3735200472526,0.0890289014663727
407,Osterley,51.4812168100862,-0.35209609607353903
408,Oval,51.4814126004267,-0.11332107586241001
409,Oxford Circus,51.5152234024753,-0.140836171281216
410,Paddington,51.5153937854761,-0.17573675205718
411,Palmers Green,51.6187867479936,-0.11027250002440801
412,Park Royal,51.5268340201739,-0.28492891769302303
413,Parsons Green,51.474960152611295,-0.20112449236141197
414,Peckham Rye,51.46951136473821,-0.0699835531862991
415,Penge East,51.4199753489725,-0.0544952648066812
416,Penge West,51.4180629281155,-0.0606457645522225
417,Perivale,51.536341821196096,-0.32307042198110697
418,Petts Wood,51.3885989909001,0.074480029768347
419,Phipps Bridge,51.4033767278033,-0.18229678887655199
420,Piccadilly Circus,51.5096967485824,-0.133711597193113
421,Pimlico,51.4895528621095,-0.13310825841606
422,Pinner,51.5923616780875,-0.38122379020978003
423,Plaistow,51.53128833503511,0.0177806419767876
424,Plumstead,51.4897924244717,0.0842996165468695
425,Ponders End,51.64273069128,-0.0345251045263664
426,Pontoon Dock,51.5022162156561,0.0333257074807419
427,Poplar,51.507588070486,-0.0172754933083506
428,Preston Road,51.572103728155795,-0.294972012548964
429,Prince Regent,51.509434549718,0.0334885740458409
430,Pudding Mill Lane,51.534327854309,-0.0127685119528796
431,Purfleet,51.4811730060298,0.23677483579254102
432,Purley,51.337363554122604,-0.113613517836059
433,Purley Oaks,51.3469893399568,-0.0988153330628922
434,Putney,51.46095253051271,-0.216603373518713
435,Putney Bridge,51.4678653375334,-0.20936541684838395
436,Queens Park,51.534312650570094,-0.20479814938675697
437,Queens Road Peckham,51.4742847092653,-0.057354978856183
438,Queensbury,51.5938829754361,-0.286331597393279
439,Queenstown Road,51.474959127149496,-0.147355312102418
440,Queensway,51.510449232949895,-0.18741990308706696
441,Rainham,51.5173405152786,0.19069197549114
442,Ravensbourne,51.4138703786316,-0.00693781553200695
443,Ravenscourt Park,51.4940679805396,-0.235969233097656
444,Rayners Lane,51.5753967323171,-0.3710608137742671
445,Raynes Park,51.4093753455167,-0.22991293934755702
446,Rectory Road,51.558763476696605,-0.0683856647215925
447,Redbridge,51.5763669173707,0.0453940439621216
448,Reedham,51.3314417130642,-0.12340262441461
449,Reeves Corner,51.3752772004597,-0.10637977823085001
450,Regents Park,51.523810673214996,-0.145344410943574
451,Richmond,51.4632328858425,-0.30173913400666696
452,Rickmansworth,51.6403230144667,-0.473684584103803
453,Riddlesdown,51.3326748309249,-0.0994936674782967
454,Roding Valley,51.61695644608461,0.0440262070089692
455,Romford,51.5746415918762,0.183055272296591
456,Rotherhithe,51.501594504831196,-0.0529662964141603
457,Royal Albert,51.5084938696371,0.0451771450658638
458,Royal Oak,51.5182943526052,-0.188823673616337
459,Royal Victoria,51.50905523506479,0.017965412568385
460,Ruislip,51.5721619209745,-0.421234925940202
461,Ruislip Gardens,51.559960178137295,-0.40929411114266095
462,Ruislip Manor,51.573451574510095,-0.412849354371243
463,Russell Square,51.523013038091094,-0.12459019776958
464,Sanderstead,51.3482462536541,-0.09370850005418402
465,Sandilands,51.37502227214971,-0.0780265897730704
466,Selhurst,51.392185769913596,-0.0898990370877537
467,Seven Kings,51.5639933517618,0.0963195747390778
468,Seven Sisters,51.58336215999121,-0.0724668228194505
469,Shadwell,51.5113001552667,-0.0569192071261326
470,Shenfield,51.6308730972021,0.32995226436017605
471,Shepherds Bush,51.504532150984105,-0.218519159443698
472,Shepherds Bush Market,51.505880708107206,-0.227400493416075
473,Shoreditch High Street,51.5234668189696,-0.0770874246719852
474,Shortlands,51.40560236679521,0.00276754438906633
475,Sidcup,51.434398457571,0.103315359084748
476,Silver Street,51.6152424779722,-0.0725897415602479
477,Slade Green,51.467747655153104,0.190518387554055
478,Sloane Square,51.4923597642465,-0.156488857475889
479,Snaresbrook,51.5808912737665,0.0214639277817424
480,South Acton,51.4996858283591,-0.270215207515349
481,South Bermondsey,51.487676615354005,-0.0547548212374044
482,South Croydon,51.362750197983395,-0.0925173632865502
483,South Ealing,51.501644020742795,-0.30704024495136606
484,South Greenford,51.5340275571579,-0.33673748201007797
485,South Hampstead,51.5414768475966,-0.17837119996038697
486,South Harrow,51.564680168418896,-0.351893970947759
487,South Kensington,51.494071365584205,-0.17392302309209898
488,South Kenton,51.5710444494788,-0.30814297729179496
489,South Merton,51.4032405551849,-0.20555030134116398
490,South Quay,51.5008636064987,-0.0184606926832228
491,South Ruislip,51.5568903024427,-0.399115910294711
492,South Tottenham,51.580402586226796,-0.0718559566013612
493,South Wimbledon,51.4153607099116,-0.19197454623853302
494,South Woodford,51.591552616345396,0.027943078326038998
495,Southall,51.5059569116018,-0.378711189802266
496,Southbury,51.6484337253443,-0.0529833105595679
497,Southfields,51.444883313434495,-0.20660938557051503
498,Southgate,51.63237584819041,-0.127770047251446
499,Southwark,51.5038536204048,-0.105794939570331
500,St Helier,51.3899121636438,-0.19901459195506302
501,St James Street,51.580608664081296,-0.0328045617393515
502,St Johns,51.4689752947396,-0.0232406618355604
503,St Margarets,51.4552059913457,-0.321324247881547
504,St Mary Cray,51.3947594079163,0.107217899555122
505,St Pancras,51.53055440168139,-0.12550578197006002
506,St. James's Park,51.49960979443029,-0.133878755377767
507,St. Johns Wood,51.5348544108574,-0.17406484041938902
508,St. Pauls,51.51483529593371,-0.0975710006650858
509,Stamford Brook,51.494449967762606,-0.245246309525915
510,Stamford Hill,51.5744476037189,-0.0766683419097026
511,Stanmore,51.6196734439499,-0.303099292944956
512,Star Lane,51.5206042511229,0.00419100262681453
513,Stepney Green,51.5219958335811,-0.0473825233217984
514,Stockwell,51.4721592557897,-0.122846304228405
515,Stoke Newington,51.5646376099448,-0.0723353946781513
516,Stonebridge Park,51.5439865540715,-0.27540044151891496
517,Stoneleigh,51.3633640523036,-0.24870965707129
518,Stratford,51.54169257936171,-0.00375164102765845
519,Stratford High Street,51.538148951559,-0.0010803560037602699
520,Stratford International,51.54480853480829,-0.008778434016595671
521,Strawberry Hill,51.439747832120894,-0.339617731106479
522,Streatham,51.42584586267,-0.132325496748753
523,Streatham Common,51.418984670787296,-0.135726165100961
524,Streatham Hill,51.4384603654093,-0.127681481482866
525,Sudbury and Harrow Road,51.554493783405505,-0.315926241750592
526,Sudbury Hill,51.5573395592764,-0.336392115131209
527,Sudbury Hill Harrow,51.5583422723845,-0.335446693118045
528,Sudbury Town,51.551397442548506,-0.316343485736328
529,Sundridge Park,51.4133937992276,0.0203651090029858
